fulfillment_id,order_id,warehouse_hub,delivery_zone,promised_date,actual_delivery_date,delivery_status,delay_reason,delivery_partner
FUL_000255,ORD_000255,Dubai Hub,Zone A,2025-11-12,,Failed,Order Cancelled,QuickShip
FUL_000256,ORD_000256,Dubai Hub,Zone A,2025-11-17,,Failed,Order Cancelled,SpeedLink
FUL_000257,ORD_000257,Abu Dhabi Hub,Zone B,2025-11-21,,Pending,,QuickShip
FUL_000258,ORD_000258,Dubai Hub,Zone F,2025-11-07,2025-11-11,Delayed,Warehouse Delay,FastTrack
FUL_000259,ORD_000259,Dubai Hub,Zone B,2025-11-04,2025-11-03,On Time,,QuickShip
FUL_000260,ORD_000260,Abu Dhabi Hub,Zone F,2025-12-10,,Failed,Order Cancelled,QuickShip
FUL_000261,ORD_000261,Dubai Hub,Zone B,2025-11-06,2025-11-15,Delayed,Traffic/Weather,SpeedLink
FUL_000262,ORD_000262,Dubai Hub,Zone A,2025-10-25,2025-10-25,On Time,,QuickShip
FUL_000263,ORD_000263,Abu Dhabi Hub,Zone E,2025-12-18,2025-12-15,On Time,,SpeedLink
FUL_000264,ORD_000264,Sharjah Hub,Zone E,2025-12-06,,Failed,Address Issue,QuickShip
FUL_000265,ORD_000265,Dubai Hub,Zone B,2025-11-16,2025-11-14,On Time,,SpeedLink
FUL_000266,ORD_000266,Dubai Hub,Zone E,2025-10-22,2025-10-20,On Time,,FastTrack
FUL_000267,ORD_000267,Sharjah Hub,Zone A,2025-12-14,,Failed,Order Cancelled,SpeedLink
FUL_000268,ORD_000268,Abu Dhabi Hub,Zone B,2025-11-03,2025-11-07,Delayed,Traffic/Weather,QuickShip
FUL_000269,ORD_000269,Dubai Hub,Zone F,2025-10-12,2025-10-09,On Time,,SpeedLink
FUL_000270,ORD_000270,Dubai Hub,Zone B,2025-11-04,2025-11-04,On Time,,QuickShip
FUL_000271,ORD_000271,Dubai Hub,Zone C,2025-12-27,2025-12-27,On Time,,SpeedLink
FUL_000272,ORD_000272,Dubai Hub,Zone B,2025-11-08,2025-11-05,On Time,,SpeedLink
FUL_000273,ORD_000273,Dubai Hub,Zone E,2025-11-21,2025-11-25,Delayed,Rider Unavailable,SpeedLink
FUL_000274,ORD_000274,Abu Dhabi Hub,Zone E,2025-10-12,,Pending,,SpeedLink
FUL_000275,ORD_000275,Sharjah Hub,Zone C,2026-01-06,,Pending,,FastTrack
FUL_000276,ORD_000276,Abu Dhabi Hub,Zone E,2025-11-07,2025-11-07,On Time,,FastTrack
FUL_000277,ORD_000277,Sharjah Hub,Zone F,2025-12-14,,Pending,,SpeedLink
FUL_000278,ORD_000278,Dubai Hub,Zone C,2025-10-19,,Failed,Order Cancelled,QuickShip
FUL_000279,ORD_000279,Dubai Hub,Zone E,2025-11-07,2025-11-03,on-time,,SpeedLink
FUL_000280,ORD_000280,Abu Dhabi Hub,Zone A,2025-12-21,,Failed,Address Issue,FastTrack
FUL_000281,ORD_000281,Dubai Hub,Zone D,2025-11-05,2025-11-04,On Time,,QuickShip
FUL_000282,ORD_000282,Sharjah Hub,Zone B,2025-12-10,,Pending,,QuickShip
FUL_000283,ORD_000283,Abu Dhabi Hub,Zone C,2025-12-24,2025-12-22,On Time,,QuickShip
FUL_000284,ORD_000284,Dubai Hub,Zone B,2025-10-14,2025-10-06,On Time,,QuickShip
FUL_000285,ORD_000285,Sharjah Hub,Zone B,2025-10-22,,PENDING,,QuickShip
FUL_000286,ORD_000286,Dubai Hub,Zone E,2025-11-21,,Pending,,FastTrack
FUL_000287,ORD_000287,Sharjah Hub,Zone F,2025-11-27,2025-11-24,On Time,,FastTrack
FUL_000288,ORD_000288,Abu Dhabi Hub,Zone B,2025-11-22,2025-11-20,On Time,,QuickShip
FUL_000289,ORD_000289,Dubai Hub,Zone A,2026-01-08,2026-01-06,On Time,,FastTrack
FUL_000290,ORD_000290,Sharjah Hub,Zone B,2026-01-06,2026-01-06,On Time,,QuickShip
FUL_000291,ORD_000291,Sharjah Hub,Zone A,2025-10-12,,Failed,Order Cancelled,QuickShip
FUL_000292,ORD_000292,Sharjah Hub,Zone A,2025-12-08,2025-12-06,On Time,,QuickShip
FUL_000293,ORD_000293,Abu Dhabi Hub,Zone D,2025-11-02,2025-11-01,On Time,,FastTrack
FUL_000294,ORD_000294,Sharjah Hub,Zone B,2025-10-26,2025-10-25,On Time,,SpeedLink
FUL_000295,ORD_000295,Dubai Hub,Zone A,2025-12-18,,Pending,,QuickShip
FUL_000296,ORD_000296,Abu Dhabi Hub,Zone A,2025-12-03,2025-12-02,On Time,,QuickShip
FUL_000297,ORD_000297,Sharjah Hub,Zone B,2025-12-15,2025-12-15,on-time,,QuickShip
FUL_000298,ORD_000298,Dubai Hub,Zone A,2025-12-23,2025-12-21,On Time,,QuickShip
FUL_000299,ORD_000299,Dubai Hub,Zone A,2025-11-24,2025-11-26,Delayed,Warehouse Delay,SpeedLink
FUL_000300,ORD_000300,Dubai Hub,Zone A,2025-12-04,2025-12-04,On Time,,SpeedLink
FUL_000301,ORD_000301,Dubai Hub,Zone B,2025-12-26,2025-12-24,On Time,,SpeedLink
FUL_000302,ORD_000302,Dubai Hub,Zone B,2025-12-30,2025-12-30,On Time,,FastTrack
FUL_000303,ORD_000303,Abu Dhabi Hub,Zone F,2025-12-14,2025-12-12,On Time,,QuickShip
FUL_000304,ORD_000304,Dubai Hub,Zone A,2025-10-14,2025-10-13,On Time,,SpeedLink
FUL_000305,ORD_000305,Abu Dhabi Hub,Zone C,2026-01-06,2026-01-06,On Time,,SpeedLink
FUL_000306,ORD_000306,Dubai Hub,Zone D,2025-11-24,2025-11-20,On Time,,QuickShip
FUL_000307,ORD_000307,Sharjah Hub,Zone E,2026-01-04,2026-01-02,On Time,,QuickShip
FUL_000308,ORD_000308,Dubai Hub,Zone C,2025-11-06,2025-11-04,On Time,,SpeedLink
FUL_000309,ORD_000309,Abu Dhabi Hub,Zone F,2025-12-29,2025-12-29,On Time,,FastTrack
FUL_000310,ORD_000310,Dubai Hub,Zone F,2025-12-16,,Failed,Order Cancelled,FastTrack
FUL_000311,ORD_000311,Abu Dhabi Hub,Zone B,2025-11-18,2025-11-15,On Time,,SpeedLink
FUL_000312,ORD_000312,Sharjah Hub,Zone C,2025-12-11,,Failed,Order Cancelled,FastTrack
FUL_000313,ORD_000313,Dubai Hub,Zone F,2025-10-24,2025-10-22,On Time,,QuickShip
FUL_000314,ORD_000314,Abu Dhabi Hub,Zone B,2025-10-28,2025-10-27,On Time,,SpeedLink
FUL_000315,ORD_000315,Dubai Hub,Zone D,2025-11-19,,Failed,Order Cancelled,SpeedLink
FUL_000316,ORD_000316,Sharjah Hub,Zone D,2025-10-15,2025-10-23,Delayed,Warehouse Delay,FastTrack
FUL_000317,ORD_000317,Abu Dhabi Hub,Zone C,2025-10-16,2025-10-16,On Time,,FastTrack
FUL_000318,ORD_000318,Dubai Hub,Zone D,2025-12-14,,Failed,Order Cancelled,SpeedLink
FUL_000319,ORD_000319,Dubai Hub,Zone B,2025-11-25,2025-11-22,On Time,,FastTrack
FUL_000320,ORD_000320,Abu Dhabi Hub,Zone A,2025-11-03,2025-11-03,On Time,,QuickShip
FUL_000321,ORD_000321,Sharjah Hub,Zone D,2025-10-31,2025-10-31,On Time,,QuickShip
FUL_000322,ORD_000322,Dubai Hub,Zone C,2025-11-25,2025-11-25,On Time,,FastTrack
FUL_000323,ORD_000323,Dubai Hub,Zone D,2026-01-01,,Pending,,FastTrack
FUL_000324,ORD_000324,Dubai Hub,Zone C,2025-10-16,2025-10-23,Delayed,Address Issue,FastTrack
FUL_000325,ORD_000325,Dubai Hub,Zone C,2025-10-18,2025-10-17,On Time,,SpeedLink
FUL_000326,ORD_000326,Dubai Hub,Zone B,2025-11-27,2025-11-26,On Time,,SpeedLink
FUL_000327,ORD_000327,Dubai Hub,Zone A,2025-11-06,,Pending,,SpeedLink
FUL_000328,ORD_000328,Sharjah Hub,Zone E,2025-11-03,2025-11-02,On Time,,FastTrack
FUL_000329,ORD_000329,Dubai Hub,Zone E,2025-10-15,,Pending,,SpeedLink
FUL_000330,ORD_000330,Abu Dhabi Hub,Zone C,2025-11-18,,Pending,,SpeedLink
FUL_000331,ORD_000331,Abu Dhabi Hub,Zone F,2025-12-24,,Pending,,FastTrack
FUL_000332,ORD_000332,Dubai Hub,Zone D,2026-01-01,2026-01-01,On Time,,FastTrack
FUL_000333,ORD_000333,Abu Dhabi Hub,Zone F,2025-10-20,2025-10-22,Delayed,Warehouse Delay,SpeedLink
FUL_000334,ORD_000334,Abu Dhabi Hub,Zone D,2025-12-21,2025-12-20,On Time,,SpeedLink
FUL_000335,ORD_000335,Abu Dhabi Hub,Zone C,2025-12-31,2026-01-06,delayed,Warehouse Delay,FastTrack
FUL_000336,ORD_000336,Abu Dhabi Hub,Zone D,2025-12-20,2025-12-19,On Time,,FastTrack
FUL_000337,ORD_000337,Dubai Hub,Zone D,2025-11-10,,Pending,,FastTrack
FUL_000338,ORD_000338,Sharjah Hub,Zone A,2025-11-03,,Pending,,FastTrack
FUL_000339,ORD_000339,Dubai Hub,Zone F,2025-12-17,2025-12-17,On Time,,SpeedLink
FUL_000340,ORD_000340,Dubai Hub,Zone D,2025-11-17,2025-11-18,Delayed,Customer Unavailable,FastTrack
FUL_000341,ORD_000341,Dubai Hub,Zone E,2025-10-26,,Pending,,QuickShip
FUL_000342,ORD_000342,Dubai Hub,Zone F,2025-12-27,2025-12-27,On Time,,FastTrack
FUL_000343,ORD_000343,Dubai Hub,Zone A,2026-01-04,2026-01-01,On Time,,SpeedLink
FUL_000344,ORD_000344,Sharjah Hub,Zone F,2025-12-07,2025-12-07,On Time,,SpeedLink
FUL_000345,ORD_000345,Abu Dhabi Hub,Zone E,2026-01-03,2026-01-01,OnTime,,SpeedLink
FUL_000346,ORD_000346,Abu Dhabi Hub,Zone F,2025-12-20,2025-12-19,On Time,,FastTrack
FUL_000347,ORD_000347,Dubai Hub,Zone C,2025-11-15,,pending,,QuickShip
FUL_000348,ORD_000348,Abu Dhabi Hub,Zone E,2026-01-01,2025-12-29,On Time,,SpeedLink
FUL_000349,ORD_000349,Dubai Hub,Zone F,2026-01-04,,Pending,,SpeedLink
FUL_000350,ORD_000350,Dubai Hub,Zone A,2025-12-30,2025-12-30,On Time,,FastTrack
FUL_000351,ORD_000351,Dubai Hub,Zone E,2025-12-06,2025-12-11,Delayed,Traffic/Weather,FastTrack
FUL_000352,ORD_000352,Dubai Hub,Zone B,2025-12-27,,Pending,,SpeedLink
FUL_000353,ORD_000353,Abu Dhabi Hub,Zone C,2025-12-04,2025-12-04,On Time,,FastTrack
FUL_000354,ORD_000354,Dubai Hub,Zone F,2025-12-31,2025-12-31,On Time,,QuickShip
FUL_000355,ORD_000355,Dubai Hub,Zone E,2025-11-26,,Failed,Order Cancelled,QuickShip
FUL_000356,ORD_000356,Dubai Hub,Zone E,2025-11-08,2025-11-06,On Time,,FastTrack
FUL_000357,ORD_000357,Dubai Hub,Zone F,2025-12-07,,Failed,Order Cancelled,SpeedLink
FUL_000358,ORD_000358,Dubai Hub,Zone E,2025-12-29,2025-12-27,On Time,,FastTrack
FUL_000359,ORD_000359,Abu Dhabi Hub,Zone B,2025-12-17,2025-12-15,On Time,,FastTrack
FUL_000360,ORD_000360,Sharjah Hub,Zone C,2026-01-03,2026-01-02,On Time,,QuickShip
FUL_000361,ORD_000361,Dubai Hub,Zone E,2025-12-31,2025-12-29,On Time,,SpeedLink
FUL_000362,ORD_000362,Sharjah Hub,Zone E,2025-12-14,2025-12-14,On Time,,SpeedLink
FUL_000363,ORD_000363,Sharjah Hub,Zone A,2025-10-31,2025-10-30,On Time,,SpeedLink
FUL_000364,ORD_000364,Dubai Hub,Zone B,2025-11-19,2025-11-17,On Time,,FastTrack
FUL_000365,ORD_000365,Abu Dhabi Hub,Zone A,2025-12-12,2025-12-10,On Time,,QuickShip
FUL_000366,ORD_000366,Abu Dhabi Hub,Zone C,2025-11-01,,Failed,Order Cancelled,QuickShip
FUL_000367,ORD_000367,Dubai Hub,Zone D,2025-11-06,,FAILED,Order Cancelled,SpeedLink
FUL_000368,ORD_000368,Abu Dhabi Hub,Zone F,2025-12-25,,Pending,,SpeedLink
FUL_000369,ORD_000369,Abu Dhabi Hub,Zone E,2025-10-31,2025-10-31,On Time,,FastTrack
FUL_000370,ORD_000370,Abu Dhabi Hub,Zone F,2025-10-25,2025-10-24,On Time,,SpeedLink
FUL_000371,ORD_000371,Abu Dhabi Hub,Zone F,2025-11-06,,Failed,Order Cancelled,QuickShip
FUL_000372,ORD_000372,Dubai Hub,Zone E,2025-12-13,,Failed,Order Cancelled,QuickShip
FUL_000373,ORD_000373,Abu Dhabi Hub,Zone C,2025-12-01,2025-12-01,On Time,,FastTrack
FUL_000374,ORD_000374,Dubai Hub,Zone D,2025-12-02,2025-12-06,Delayed,Address Issue,SpeedLink
FUL_000375,ORD_000375,Sharjah Hub,Zone E,2025-12-29,,Failed,Rider Unavailable,FastTrack
FUL_000376,ORD_000376,Dubai Hub,Zone B,2025-11-22,,Pending,,SpeedLink
FUL_000377,ORD_000377,Dubai Hub,Zone A,2025-10-14,2025-10-13,On Time,,SpeedLink
FUL_000378,ORD_000378,Sharjah Hub,Zone C,2025-12-01,,Pending,,SpeedLink
FUL_000379,ORD_000379,Dubai Hub,Zone B,2025-12-20,2025-12-20,On Time,,QuickShip
FUL_000380,ORD_000380,Dubai Hub,Zone C,2025-11-03,,Failed,Rider Unavailable,SpeedLink
FUL_000381,ORD_000381,Abu Dhabi Hub,Zone B,2025-12-15,2025-12-13,On Time,,SpeedLink
FUL_000382,ORD_000382,Dubai Hub,Zone E,2025-10-29,2025-10-29,On Time,,FastTrack
FUL_000383,ORD_000383,Dubai Hub,Zone F,2025-10-24,2025-10-24,On Time,,FastTrack
FUL_000384,ORD_000384,Dubai Hub,Zone A,2025-12-05,2025-12-02,On Time,,QuickShip
FUL_000385,ORD_000385,Sharjah Hub,Zone B,2026-01-07,2026-01-03,On Time,,FastTrack
FUL_000386,ORD_000386,Sharjah Hub,Zone D,2025-11-12,2025-11-11,On Time,,FastTrack
FUL_000387,ORD_000387,Dubai Hub,Zone B,2025-11-29,,Pending,,SpeedLink
FUL_000388,ORD_000388,Dubai Hub,Zone D,2025-11-30,2025-11-29,On Time,,QuickShip
FUL_000389,ORD_000389,Sharjah Hub,Zone F,2025-12-15,2025-12-13,On Time,,FastTrack
FUL_000390,ORD_000390,Abu Dhabi Hub,Zone A,2025-12-29,2025-12-26,On Time,,QuickShip
FUL_000391,ORD_000391,Abu Dhabi Hub,Zone E,2025-12-21,2025-12-21,On Time,,SpeedLink
FUL_000392,ORD_000392,Sharjah Hub,Zone F,2026-01-08,,Failed,Order Cancelled,FastTrack
FUL_000393,ORD_000393,Sharjah Hub,Zone B,2025-11-22,2025-11-20,On Time,,QuickShip
FUL_000394,ORD_000394,Dubai Hub,Zone B,2025-11-30,2025-12-06,Delayed,Address Issue,FastTrack
FUL_000395,ORD_000395,Dubai Hub,Zone C,2026-01-03,2026-01-11,Delayed,Address Issue,FastTrack
FUL_000396,ORD_000396,Dubai Hub,Zone A,2025-11-09,2025-11-05,On Time,,SpeedLink
FUL_000397,ORD_000397,Dubai Hub,Zone A,2025-11-22,2025-11-21,On Time,,QuickShip
FUL_000398,ORD_000398,Dubai Hub,Zone D,2026-01-04,2026-01-04,On Time,,FastTrack
FUL_000399,ORD_000399,Dubai Hub,Zone C,2025-10-29,,Pending,,QuickShip
FUL_000400,ORD_000400,Dubai Hub,Zone E,2025-10-27,2025-10-27,On Time,,SpeedLink
FUL_000401,ORD_000401,Dubai Hub,Zone B,2026-01-01,2026-01-01,On Time,,FastTrack
FUL_000402,ORD_000402,Abu Dhabi Hub,Zone C,2025-10-30,2025-10-30,On Time,,FastTrack
FUL_000403,ORD_000403,Dubai Hub,Zone E,2025-10-22,2025-10-18,On Time,,FastTrack
FUL_000404,ORD_000404,Dubai Hub,Zone A,2025-11-21,2025-11-25,Delayed,Rider Unavailable,SpeedLink
FUL_000405,ORD_000405,Abu Dhabi Hub,Zone E,2025-12-06,2025-12-05,On Time,,QuickShip
FUL_000406,ORD_000406,Sharjah Hub,Zone F,2025-11-03,2025-10-30,On Time,,QuickShip
FUL_000407,ORD_000407,Sharjah Hub,Zone B,2025-12-03,2025-12-06,Delayed,Traffic/Weather,FastTrack
FUL_000408,ORD_000408,Sharjah Hub,Zone D,2025-12-16,,Pending,,QuickShip
FUL_000409,ORD_000409,Sharjah Hub,Zone C,2025-10-24,2025-10-29,Delayed,Address Issue,QuickShip
FUL_000410,ORD_000410,Dubai Hub,Zone B,2025-11-03,,Pending,,QuickShip
FUL_000411,ORD_000411,Dubai Hub,Zone F,2025-12-25,2025-12-24,On Time,,QuickShip
FUL_000412,ORD_000412,Dubai Hub,Zone A,2025-10-31,,Failed,Address Issue,SpeedLink
FUL_000413,ORD_000413,Sharjah Hub,Zone B,2025-11-05,2025-11-02,On Time,,SpeedLink
FUL_000414,ORD_000414,Sharjah Hub,Zone C,2025-12-07,2025-12-05,On Time,,FastTrack
FUL_000415,ORD_000415,Abu Dhabi Hub,Zone A,2025-12-16,2025-12-14,On Time,,QuickShip
FUL_000416,ORD_000416,Dubai Hub,Zone E,2025-11-04,2025-11-03,On Time,,FastTrack
FUL_000417,ORD_000417,Sharjah Hub,Zone E,2025-12-28,2025-12-27,On Time,,SpeedLink
FUL_000418,ORD_000418,Sharjah Hub,Zone A,2025-10-17,2025-10-24,Delayed,Customer Unavailable,SpeedLink
FUL_000419,ORD_000419,Dubai Hub,Zone F,2025-11-03,2025-11-02,On Time,,SpeedLink
FUL_000420,ORD_000420,Abu Dhabi Hub,Zone C,2026-01-04,,Failed,Traffic/Weather,SpeedLink
FUL_000421,ORD_000421,Dubai Hub,Zone E,2025-12-21,2025-12-21,On Time,,QuickShip
FUL_000422,ORD_000422,Abu Dhabi Hub,Zone B,2025-12-05,2025-12-05,On Time,,FastTrack
FUL_000423,ORD_000423,Dubai Hub,Zone F,2026-01-01,2025-12-30,On Time,,FastTrack
FUL_000424,ORD_000424,Dubai Hub,Zone F,2025-11-16,2025-11-17,Delayed,Address Issue,QuickShip
FUL_000425,ORD_000425,Dubai Hub,Zone A,2025-11-14,2025-11-16,Delayed,Traffic/Weather,QuickShip
FUL_000426,ORD_000426,Abu Dhabi Hub,Zone C,2025-10-14,2025-10-13,On Time,,FastTrack
FUL_000427,ORD_000427,Dubai Hub,Zone B,2025-11-01,2025-11-01,On Time,,FastTrack
FUL_000428,ORD_000428,Dubai Hub,Zone B,2025-10-15,2025-10-19,Delayed,Rider Unavailable,QuickShip
FUL_000429,ORD_000429,Sharjah Hub,Zone A,2025-10-29,2025-10-26,On Time,,QuickShip
FUL_000430,ORD_000430,Sharjah Hub,Zone B,2025-11-21,2025-11-30,Delayed,Traffic/Weather,FastTrack
FUL_000431,ORD_000431,Dubai Hub,Zone B,2025-10-14,,Pending,,FastTrack
FUL_000432,ORD_000432,Dubai Hub,Zone B,2025-11-27,2025-11-23,On Time,,SpeedLink
FUL_000433,ORD_000433,Dubai Hub,Zone D,2025-11-27,2025-11-24,OnTime,,FastTrack
FUL_000434,ORD_000434,Sharjah Hub,Zone F,2025-12-05,2025-12-05,On Time,,SpeedLink
FUL_000435,ORD_000435,Sharjah Hub,Zone B,2025-10-14,,Failed,Warehouse Delay,QuickShip
FUL_000436,ORD_000436,Dubai Hub,Zone B,2025-12-01,,Pending,,FastTrack
FUL_000437,ORD_000437,Abu Dhabi Hub,Zone A,2025-12-03,2025-12-03,On Time,,QuickShip
FUL_000438,ORD_000438,Abu Dhabi Hub,Zone F,2025-12-16,2025-12-16,On Time,,FastTrack
FUL_000439,ORD_000439,Sharjah Hub,Zone C,2025-12-23,,FAILED,Order Cancelled,QuickShip
FUL_000440,ORD_000440,Abu Dhabi Hub,Zone C,2025-11-16,,failed,Order Cancelled,QuickShip
FUL_000441,ORD_000441,Abu Dhabi Hub,Zone D,2025-10-28,2025-10-26,On Time,,FastTrack
FUL_000442,ORD_000442,Sharjah Hub,Zone F,2025-10-11,,Pending,,FastTrack
FUL_000443,ORD_000443,Dubai Hub,Zone B,2025-10-30,2025-10-30,ON TIME,,SpeedLink
FUL_000444,ORD_000444,Dubai Hub,Zone D,2025-11-29,,Failed,Order Cancelled,FastTrack
FUL_000445,ORD_000445,Dubai Hub,Zone B,2025-10-20,2025-10-28,Delayed,Traffic/Weather,SpeedLink
FUL_000446,ORD_000446,Dubai Hub,Zone A,2025-10-19,2025-10-17,ON TIME,,QuickShip
FUL_000447,ORD_000447,Sharjah Hub,Zone B,2025-11-10,2025-11-18,Delayed,Traffic/Weather,QuickShip
FUL_000448,ORD_000448,Dubai Hub,Zone D,2025-12-31,2025-12-30,On Time,,FastTrack
FUL_000449,ORD_000449,Dubai Hub,Zone A,2025-12-07,2025-12-10,Delayed,Traffic/Weather,FastTrack
FUL_000450,ORD_000450,Sharjah Hub,Zone B,2025-11-13,2025-11-13,ON TIME,,FastTrack
FUL_000451,ORD_000451,Dubai Hub,Zone B,2025-11-21,,Failed,Order Cancelled,SpeedLink
FUL_000452,ORD_000452,Sharjah Hub,Zone A,2025-11-14,2025-11-14,On Time,,SpeedLink
FUL_000453,ORD_000453,Dubai Hub,Zone B,2025-12-18,2025-12-14,On Time,,QuickShip
FUL_000454,ORD_000454,Dubai Hub,Zone B,2026-01-03,2026-01-08,Delayed,Traffic/Weather,SpeedLink
FUL_000455,ORD_000455,Sharjah Hub,Zone F,2025-12-19,2025-12-25,Delayed,Warehouse Delay,QuickShip
FUL_000456,ORD_000456,Dubai Hub,Zone F,2025-11-30,2025-11-27,On Time,,QuickShip
FUL_000457,ORD_000457,Dubai Hub,Zone F,2025-11-29,,Pending,,QuickShip
FUL_000458,ORD_000458,Dubai Hub,Zone E,2025-12-07,2025-12-06,On Time,,QuickShip
FUL_000459,ORD_000459,Abu Dhabi Hub,Zone C,2025-12-25,2025-12-24,On Time,,SpeedLink
FUL_000460,ORD_000460,Dubai Hub,Zone B,2025-11-03,2025-11-03,On Time,,QuickShip
FUL_000461,ORD_000461,Abu Dhabi Hub,Zone E,2025-12-31,2025-12-30,On Time,,QuickShip
FUL_000462,ORD_000462,Dubai Hub,Zone E,2025-12-28,2026-01-02,Delayed,Address Issue,FastTrack
FUL_000463,ORD_000463,Dubai Hub,Zone D,2025-12-08,2025-12-13,Delayed,Traffic/Weather,SpeedLink
FUL_000464,ORD_000464,Abu Dhabi Hub,Zone B,2025-12-04,2025-12-03,On Time,,QuickShip
FUL_000465,ORD_000465,Sharjah Hub,Zone D,2025-12-16,2025-12-16,On Time,,SpeedLink
FUL_000466,ORD_000466,Dubai Hub,Zone C,2025-11-27,2025-11-26,On Time,,SpeedLink
FUL_000467,ORD_000467,Abu Dhabi Hub,Zone E,2025-12-13,,Failed,Order Cancelled,FastTrack
FUL_000468,ORD_000468,Abu Dhabi Hub,Zone F,2025-12-14,2025-12-13,On Time,,FastTrack
FUL_000469,ORD_000469,Dubai Hub,Zone B,2026-01-06,2026-01-05,On Time,,SpeedLink
FUL_000470,ORD_000470,Dubai Hub,Zone C,2025-10-16,2025-10-15,On Time,,SpeedLink
FUL_000471,ORD_000471,Sharjah Hub,Zone E,2026-01-05,2026-01-03,On Time,,SpeedLink
FUL_000472,ORD_000472,Sharjah Hub,Zone A,2025-10-27,2025-10-26,On Time,,QuickShip
FUL_000473,ORD_000473,Dubai Hub,Zone A,2025-10-28,2025-10-28,On Time,,QuickShip
FUL_000474,ORD_000474,Sharjah Hub,Zone B,2025-10-14,2025-10-14,On Time,,FastTrack
FUL_000475,ORD_000475,Dubai Hub,Zone B,2025-12-27,2025-12-25,On Time,,QuickShip
FUL_000476,ORD_000476,Dubai Hub,Zone F,2026-01-03,2026-01-01,On Time,,QuickShip
FUL_000477,ORD_000477,Dubai Hub,Zone A,2025-12-10,,Pending,,QuickShip
FUL_000478,ORD_000478,Sharjah Hub,Zone D,2025-12-08,,Failed,Traffic/Weather,SpeedLink
FUL_000479,ORD_000479,Abu Dhabi Hub,Zone F,2025-11-09,2025-11-07,On Time,,QuickShip
FUL_000480,ORD_000480,Dubai Hub,Zone F,2025-11-13,,Pending,,QuickShip
FUL_000481,ORD_000481,Abu Dhabi Hub,Zone B,2025-12-14,2025-12-10,On Time,,FastTrack
FUL_000482,ORD_000482,Abu Dhabi Hub,Zone E,2025-11-02,2025-11-01,On Time,,FastTrack
FUL_000483,ORD_000483,Dubai Hub,Zone E,2025-10-14,2025-10-13,On Time,,FastTrack
FUL_000484,ORD_000484,Abu Dhabi Hub,Zone B,2025-12-19,,Pending,,FastTrack
FUL_000485,ORD_000485,Dubai Hub,Zone A,2025-11-28,2025-11-26,On Time,,QuickShip
FUL_000486,ORD_000486,Dubai Hub,Zone E,2025-11-08,2025-11-06,On Time,,QuickShip
FUL_000487,ORD_000487,Dubai Hub,Zone A,2025-10-28,,Failed,Order Cancelled,FastTrack
FUL_000488,ORD_000488,Sharjah Hub,Zone E,2025-12-26,2025-12-24,On Time,,QuickShip
FUL_000489,ORD_000489,Abu Dhabi Hub,Zone A,2025-10-11,2025-10-11,On Time,,SpeedLink
FUL_000490,ORD_000490,Dubai Hub,Zone E,2025-12-01,2025-12-07,Delayed,Traffic/Weather,QuickShip
FUL_000491,ORD_000491,Dubai Hub,Zone A,2025-10-22,2025-10-30,Delayed,Customer Unavailable,SpeedLink
FUL_000492,ORD_000492,Dubai Hub,Zone C,2025-11-10,2025-11-09,On Time,,SpeedLink
FUL_000493,ORD_000493,Abu Dhabi Hub,Zone E,2025-11-21,2025-11-26,Delayed,Warehouse Delay,FastTrack
FUL_000494,ORD_000494,Abu Dhabi Hub,Zone B,2025-12-23,,Pending,,FastTrack
FUL_000495,ORD_000495,Dubai Hub,Zone D,2026-01-01,2026-01-01,On Time,,SpeedLink
FUL_000496,ORD_000496,Dubai Hub,Zone B,2025-11-08,2025-11-07,On Time,,FastTrack
FUL_000497,ORD_000497,Dubai Hub,Zone B,2025-12-09,2025-12-09,On Time,,QuickShip
FUL_000498,ORD_000498,Dubai Hub,Zone F,2025-10-17,2025-10-15,On Time,,FastTrack
FUL_000499,ORD_000499,Sharjah Hub,Zone E,2025-12-22,,Pending,,FastTrack
FUL_000500,ORD_000500,Dubai Hub,Zone E,2025-12-09,2025-12-08,On Time,,SpeedLink
FUL_000501,ORD_000501,Dubai Hub,Zone A,2025-11-12,2025-11-13,Delayed,Traffic/Weather,SpeedLink
FUL_000502,ORD_000502,Dubai Hub,Zone F,2025-12-07,2025-12-08,Delayed,Traffic/Weather,QuickShip
FUL_000503,ORD_000503,Dubai Hub,Zone E,2025-11-13,2025-11-12,On Time,,FastTrack
FUL_000504,ORD_000504,Sharjah Hub,Zone F,2025-10-20,2025-10-18,On Time,,SpeedLink
FUL_000505,ORD_000505,Dubai Hub,Zone D,2025-12-06,2025-12-05,On Time,,FastTrack
FUL_000506,ORD_000506,Abu Dhabi Hub,Zone F,2025-12-21,,Failed,Order Cancelled,SpeedLink
FUL_000507,ORD_000507,Abu Dhabi Hub,Zone C,2025-12-12,2025-12-12,On Time,,FastTrack
FUL_000508,ORD_000508,Abu Dhabi Hub,Zone A,2025-10-29,2025-10-27,On Time,,FastTrack
FUL_000509,ORD_000509,Dubai Hub,Zone A,2025-11-08,2025-11-08,On Time,,QuickShip
FUL_000510,ORD_000510,Dubai Hub,Zone F,2026-01-01,2026-01-01,On Time,,FastTrack
FUL_000511,ORD_000511,Dubai Hub,Zone F,2025-12-13,2025-12-13,On Time,,FastTrack
FUL_000512,ORD_000512,Abu Dhabi Hub,Zone A,2025-11-23,2025-11-22,On Time,,SpeedLink
